"state_name","county_name","cousubfp","placefp","zcta5","metdiv10","sduni","cntysc","placesc","stab","cntyname","cousubnm","placenm","mdivname10","zipname","uschlnm10","pop10","afact"
"12","12001","91248","99999","32609","99999","00030","100,000-249,999","Not in a place","FL","Alachua FL","Gainesville CCD"," ","99999","Gainesville, FL","Alachua County School District",576,1 
"12","12001","91248","99999","32641","99999","00030","100,000-249,999","Not in a place","FL","Alachua FL","Gainesville CCD"," ","99999","Gainesville, FL","Alachua County School District",6327,1 
"12","12001","91248","99999","32653","99999","00030","100,000-249,999","Not in a place","FL","Alachua FL","Gainesville CCD"," ","99999","Gainesville, FL","Alachua County School District",298,1 
"12","12001","91248","99999","32669","99999","00030","100,000-249,999","Not in a place","FL","Alachua FL","Gainesville CCD"," ","99999","Newberry, FL","Alachua County School District",1020,1 
"12","12001","91469","25175","32641","99999","00030","100,000-249,999","100,000-249,999","FL","Alachua FL","Hawthorne CCD","Gainesville city, FL","99999","Gainesville, FL","Alachua County School District",4,1 
"12","12001","91469","29275","32640","99999","00030","100,000-249,999","1000-2499","FL","Alachua FL","Hawthorne CCD","Hawthorne city, FL","99999","Hawthorne, FL","Alachua County School District",1417,1 
"12","12001","91469","99999","32631","99999","00030","100,000-249,999","Not in a place","FL","Alachua FL","Hawthorne CCD"," ","99999","Earleton, FL","Alachua County School District",126,1 
"12","12001","91469","99999","32640","99999","00030","100,000-249,999","Not in a place","FL","Alachua FL","Hawthorne CCD"," ","99999","Hawthorne, FL","Alachua County School District",2941,1 
"12","12001","91469","99999","32641","99999","00030","100,000-249,999","Not in a place","FL","Alachua FL","Hawthorne CCD"," ","99999","Gainesville, FL","Alachua County School District",862,1 
"12","12001","91469","99999","32666","99999","00030","100,000-249,999","Not in a place","FL","Alachua FL","Hawthorne CCD"," ","99999","Melrose, FL","Alachua County School District",307,1 
"12","12001","91495","00375","32615","99999","00030","100,000-249,999","2500-9999","FL","Alachua FL","High Springs-Alachua CCD","Alachua city, FL","99999","Alachua, FL","Alachua County School District",7851,1 
"12","12001","91495","00375","32616","99999","00030","100,000-249,999","2500-9999","FL","Alachua FL","High Springs-Alachua CCD","Alachua city, FL","99999","Alachua, FL","Alachua County School District",870,1 
"12","12001","91495","00375","32643","99999","00030","100,000-249,999","2500-9999","FL","Alachua FL","High Springs-Alachua CCD","Alachua city, FL","99999","High Springs, FL","Alachua County School District",2,1 
"12","12001","91495","00375","32653","99999","00030","100,000-249,999","2500-9999","FL","Alachua FL","High Springs-Alachua CCD","Alachua city, FL","99999","Gainesville, FL","Alachua County School District",336,1 
"12","12001","91495","25175","32606","99999","00030","100,000-249,999","100,000-249,999","FL","Alachua FL","High Springs-Alachua CCD","Gainesville city, FL","99999","Gainesville, FL","Alachua County School District",1493,1 
"12","12001","91495","25175","32653","99999","00030","100,000-249,999","100,000-249,999","FL","Alachua FL","High Springs-Alachua CCD","Gainesville city, FL","99999","Gainesville, FL","Alachua County School District",8113,1 
"12","12001","91495","30525","32615","99999","00030","100,000-249,999","2500-9999","FL","Alachua FL","High Springs-Alachua CCD","High Springs city, FL","99999","Alachua, FL","Alachua County School District",82,1 
"12","12001","91495","30525","32643","99999","00030","100,000-249,999","2500-9999","FL","Alachua FL","High Springs-Alachua CCD","High Springs city, FL","99999","High Springs, FL","Alachua County School District",5268,1 
"12","12001","91495","37300","32615","99999","00030","100,000-249,999","200-999","FL","Alachua FL","High Springs-Alachua CCD","La Crosse town, FL","99999","Alachua, FL","Alachua County School District",5,1 
"12","12001","91495","37300","32658","99999","00030","100,000-249,999","200-999","FL","Alachua FL","High Springs-Alachua CCD","La Crosse town, FL","99999","La Crosse, FL","Alachua County School District",274,1 
"12","12001","91495","48200","32643","99999","00030","100,000-249,999","2500-9999","FL","Alachua FL","High Springs-Alachua CCD","Newberry city, FL","99999","High Springs, FL","Alachua County School District",15,1 
"12","12001","91495","99999","32606","99999","00030","100,000-249,999","Not in a place","FL","Alachua FL","High Springs-Alachua CCD"," ","99999","Gainesville, FL","Alachua County School District",3435,1 
"12","12001","91495","99999","32609","99999","00030","100,000-249,999","Not in a place","FL","Alachua FL","High Springs-Alachua CCD"," ","99999","Gainesville, FL","Alachua County School District",112,1 
"12","12001","91495","99999","32615","99999","00030","100,000-249,999","Not in a place","FL","Alachua FL","High Springs-Alachua CCD"," ","99999","Alachua, FL","Alachua County School District",5093,1 
"12","12001","91495","99999","32616","99999","00030","100,000-249,999","Not in a place","FL","Alachua FL","High Springs-Alachua CCD"," ","99999","Alachua, FL","Alachua County School District",2,1 
"12","12001","91495","99999","32643","99999","00030","100,000-249,999","Not in a place","FL","Alachua FL","High Springs-Alachua CCD"," ","99999","High Springs, FL","Alachua County School District",2148,1 
"12","12001","91495","99999","32653","99999","00030","100,000-249,999","Not in a place","FL","Alachua FL","High Springs-Alachua CCD"," ","99999","Gainesville, FL","Alachua County School District",3265,1 
"12","12001","91495","99999","32658","99999","00030","100,000-249,999","Not in a place","FL","Alachua FL","High Springs-Alachua CCD"," ","99999","La Crosse, FL","Alachua County School District",34,1 
"12","12001","92184","45225","32667","99999","00030","100,000-249,999","200-999","FL","Alachua FL","Micanopy CCD","Micanopy town, FL","99999","Micanopy, FL","Alachua County School District",600,1 
"12","12001","92184","99999","32608","99999","00030","100,000-249,999","Not in a place","FL","Alachua FL","Micanopy CCD"," ","99999","Gainesville, FL","Alachua County School District",236,1 
"12","12001","92184","99999","32640","99999","00030","100,000-249,999","Not in a place","FL","Alachua FL","Micanopy CCD"," ","99999","Hawthorne, FL","Alachua County School District",245,1 
"12","12001","92184","99999","32641","99999","00030","100,000-249,999","Not in a place","FL","Alachua FL","Micanopy CCD"," ","99999","Gainesville, FL","Alachua County School District",200,1 
"12","12001","92184","99999","32667","99999","00030","100,000-249,999","Not in a place","FL","Alachua FL","Micanopy CCD"," ","99999","Micanopy, FL","Alachua County School District",1478,1 
"12","12001","92314","01775","32618","99999","00030","100,000-249,999","1000-2499","FL","Alachua FL","Newberry-Archer CCD","Archer city, FL","99999","Archer, FL","Alachua County School District",1118,1 
"12","12001","92314","48200","32618","99999","00030","100,000-249,999","2500-9999","FL","Alachua FL","Newberry-Archer CCD","Newberry city, FL","99999","Archer, FL","Alachua County School District",1,1 
"12","12001","92314","48200","32643","99999","00030","100,000-249,999","2500-9999","FL","Alachua FL","Newberry-Archer CCD","Newberry city, FL","99999","High Springs, FL","Alachua County School District",62,1 
"12","12001","92314","48200","32669","99999","00030","100,000-249,999","2500-9999","FL","Alachua FL","Newberry-Archer CCD","Newberry city, FL","99999","Newberry, FL","Alachua County School District",4872,1 
"12","12001","92314","99999","32607","99999","00030","100,000-249,999","Not in a place","FL","Alachua FL","Newberry-Archer CCD"," ","99999","Gainesville, FL","Alachua County School District",38,1 
"12","12001","92314","99999","32608","99999","00030","100,000-249,999","Not in a place","FL","Alachua FL","Newberry-Archer CCD"," ","99999","Gainesville, FL","Alachua County School District",4810,1 
"12","12001","92314","99999","32615","99999","00030","100,000-249,999","Not in a place","FL","Alachua FL","Newberry-Archer CCD"," ","99999","Alachua, FL","Alachua County School District",1264,1 
"12","12001","92314","99999","32618","99999","00030","100,000-249,999","Not in a place","FL","Alachua FL","Newberry-Archer CCD"," ","99999","Archer, FL","Alachua County School District",4765,1 
"12","12001","92314","99999","32643","99999","00030","100,000-249,999","Not in a place","FL","Alachua FL","Newberry-Archer CCD"," ","99999","High Springs, FL","Alachua County School District",107,1 
"12","12001","92314","99999","32667","99999","00030","100,000-249,999","Not in a place","FL","Alachua FL","Newberry-Archer CCD"," ","99999","Micanopy, FL","Alachua County School District",62,1 
"12","12001","92314","99999","32669","99999","00030","100,000-249,999","Not in a place","FL","Alachua FL","Newberry-Archer CCD"," ","99999","Newberry, FL","Alachua County School District",4917,1 
"12","12001","93536","25175","32609","99999","00030","100,000-249,999","100,000-249,999","FL","Alachua FL","Waldo CCD","Gainesville city, FL","99999","Gainesville, FL","Alachua County School District",9,1 
"12","12001","93536","25175","32653","99999","00030","100,000-249,999","100,000-249,999","FL","Alachua FL","Waldo CCD","Gainesville city, FL","99999","Gainesville, FL","Alachua County School District",136,1 
"12","12001","93536","37300","32609","99999","00030","100,000-249,999","200-999","FL","Alachua FL","Waldo CCD","La Crosse town, FL","99999","Gainesville, FL","Alachua County School District",15,1 
"12","12001","93536","37300","32622","99999","00030","100,000-249,999","200-999","FL","Alachua FL","Waldo CCD","La Crosse town, FL","99999","Brooker, FL","Alachua County School District",66,1 
"12","12001","93536","74925","32609","99999","00030","100,000-249,999","1000-2499","FL","Alachua FL","Waldo CCD","Waldo city, FL","99999","Gainesville, FL","Alachua County School District",2,1 
"12","12001","93536","74925","32694","99999","00030","100,000-249,999","1000-2499","FL","Alachua FL","Waldo CCD","Waldo city, FL","99999","Waldo, FL","Alachua County School District",1013,1 
"12","12001","93536","99999","32609","99999","00030","100,000-249,999","Not in a place","FL","Alachua FL","Waldo CCD"," ","99999","Gainesville, FL","Alachua County School District",3778,1 
"12","12001","93536","99999","32622","99999","00030","100,000-249,999","Not in a place","FL","Alachua FL","Waldo CCD"," ","99999","Brooker, FL","Alachua County School District",241,1 
"12","12001","93536","99999","32631","99999","00030","100,000-249,999","Not in a place","FL","Alachua FL","Waldo CCD"," ","99999","Earleton, FL","Alachua County School District",165,1 
"12","12001","93536","99999","32640","99999","00030","100,000-249,999","Not in a place","FL","Alachua FL","Waldo CCD"," ","99999","Hawthorne, FL","Alachua County School District",297,1 
"12","12001","93536","99999","32641","99999","00030","100,000-249,999","Not in a place","FL","Alachua FL","Waldo CCD"," ","99999","Gainesville, FL","Alachua County School District",14,1 
"12","12001","93536","99999","32666","99999","00030","100,000-249,999","Not in a place","FL","Alachua FL","Waldo CCD"," ","99999","Melrose, FL","Alachua County School District",454,1 
"12","12001","93536","99999","32694","99999","00030","100,000-249,999","Not in a place","FL","Alachua FL","Waldo CCD"," ","99999","Waldo, FL","Alachua County School District",1129,1 
"12","12003","92009","41950","32063","99999","00060","25,000-99,999","2500-9999","FL","Baker FL","Macclenny CCD","Macclenny city, FL","99999","Macclenny, FL","Baker County School District",6374,1 
"12","12003","92009","99999","32040","99999","00060","25,000-99,999","Not in a place","FL","Baker FL","Macclenny CCD"," ","99999","Glen Saint Mary, FL","Baker County School District",681,1 
"12","12003","92009","99999","32063","99999","00060","25,000-99,999","Not in a place","FL","Baker FL","Macclenny CCD"," ","99999","Macclenny, FL","Baker County School District",6922,1 
"12","12003","92009","99999","32234","99999","00060","25,000-99,999","Not in a place","FL","Baker FL","Macclenny CCD"," ","99999","Jacksonville, FL","Baker County School District",238,1 
"12","12003","93068","26075","32040","99999","00060","25,000-99,999","200-999","FL","Baker FL","Sanderson CCD","Glen St. Mary town, FL","99999","Glen Saint Mary, FL","Baker County School District",437,1 
"12","12003","93068","99999","32040","99999","00060","25,000-99,999","Not in a place","FL","Baker FL","Sanderson CCD"," ","99999","Glen Saint Mary, FL","Baker County School District",6486,1 
"12","12003","93068","99999","32063","99999","00060","25,000-99,999","Not in a place","FL","Baker FL","Sanderson CCD"," ","99999","Macclenny, FL","Baker County School District",133,1 
"12","12003","93068","99999","32072","99999","00060","25,000-99,999","Not in a place","FL","Baker FL","Sanderson CCD"," ","99999","Olustee, FL","Baker County School District",324,1 
"12","12003","93068","99999","32087","99999","00060","25,000-99,999","Not in a place","FL","Baker FL","Sanderson CCD"," ","99999","Sanderson, FL","Baker County School District",5518,1 
"12","12003","93068","99999","99999","99999","00060","25,000-99,999","Not in a place","FL","Baker FL","Sanderson CCD"," ","99999","99999","Baker County School District",2,1 
"12","12005","91989","41825","32444","99999","00090","100,000-249,999","10,000-24,999","FL","Bay FL","Lynn Haven CCD","Lynn Haven city, FL","99999","Lynn Haven, FL","Bay County School District",11389,1 
"12","12005","91989","54700","32404","99999","00090","100,000-249,999","25,000-99,999","FL","Bay FL","Lynn Haven CCD","Panama City city, FL","99999","Callaway, FL","Bay County School District",4,1 
"12","12005","91989","54700","32444","99999","00090","100,000-249,999","25,000-99,999","FL","Bay FL","Lynn Haven CCD","Panama City city, FL","99999","Lynn Haven, FL","Bay County School District",164,1 
"12","12005","91989","99999","32404","99999","00090","100,000-249,999","Not in a place","FL","Bay FL","Lynn Haven CCD"," ","99999","Callaway, FL","Bay County School District",3594,1 
"12","12005","91989","99999","32409","99999","00090","100,000-249,999","Not in a place","FL","Bay FL","Lynn Haven CCD"," ","99999","Panama City, FL","Bay County School District",608,1 
"12","12005","91989","99999","32444","99999","00090","100,000-249,999","Not in a place","FL","Bay FL","Lynn Haven CCD"," ","99999","Lynn Haven, FL","Bay County School District",3340,1 
"12","12005","91989","99999","32466","99999","00090","100,000-249,999","Not in a place","FL","Bay FL","Lynn Haven CCD"," ","99999","Youngstown, FL","Bay County School District",3754,1 
"12","12005","92145","44300","32410","99999","00090","100,000-249,999","1000-2499","FL","Bay FL","Mexico Beach CCD","Mexico Beach city, FL","99999","Mexico Beach, FL","Bay County School District",737,1 
"12","12005","92145","44300","32456","99999","00090","100,000-249,999","1000-2499","FL","Bay FL","Mexico Beach CCD","Mexico Beach city, FL","99999","Port St. Joe, FL","Bay County School District",335,1 
"12","12005","92145","72875","32403","99999","00090","100,000-249,999","2500-9999","FL","Bay FL","Mexico Beach CCD","Tyndall AFB CDP, FL","99999","Tyndall AFB, FL","Bay County School District",2994,1 
"12","12005","92145","99999","32403","99999","00090","100,000-249,999","Not in a place","FL","Bay FL","Mexico Beach CCD"," ","99999","Tyndall AFB, FL","Bay County School District",1,1 
"12","12005","92145","99999","32410","99999","00090","100,000-249,999","Not in a place","FL","Bay FL","Mexico Beach CCD"," ","99999","Mexico Beach, FL","Bay County School District",3,1 
"12","12005","92626","09725","32404","99999","00090","100,000-249,999","10,000-24,999","FL","Bay FL","Panama City CCD","Callaway city, FL","99999","Callaway, FL","Bay County School District",14405,1 
"12","12005","92626","11150","32401","99999","00090","100,000-249,999","2500-9999","FL","Bay FL","Panama City CCD","Cedar Grove CDP, FL","99999","Panama City, FL","Bay County School District",932,1 
"12","12005","92626","11150","32405","99999","00090","100,000-249,999","2500-9999","FL","Bay FL","Panama City CCD","Cedar Grove CDP, FL","99999","Panama City, FL","Bay County School District",2465,1 
"12","12005","92626","41825","32405","99999","00090","100,000-249,999","10,000-24,999","FL","Bay FL","Panama City CCD","Lynn Haven city, FL","99999","Panama City, FL","Bay County School District",3160,1 
"12","12005","92626","41825","32444","99999","00090","100,000-249,999","10,000-24,999","FL","Bay FL","Panama City CCD","Lynn Haven city, FL","99999","Lynn Haven, FL","Bay County School District",3863,1 
"12","12005","92626","54700","32401","99999","00090","100,000-249,999","25,000-99,999","FL","Bay FL","Panama City CCD","Panama City city, FL","99999","Panama City, FL","Bay County School District",18063,1 
"12","12005","92626","54700","32404","99999","00090","100,000-249,999","25,000-99,999","FL","Bay FL","Panama City CCD","Panama City city, FL","99999","Callaway, FL","Bay County School District",859,1 
"12","12005","92626","54700","32405","99999","00090","100,000-249,999","25,000-99,999","FL","Bay FL","Panama City CCD","Panama City city, FL","99999","Panama City, FL","Bay County School District",16376,1 
"12","12005","92626","55075","32404","99999","00090","100,000-249,999","2500-9999","FL","Bay FL","Panama City CCD","Parker city, FL","99999","Callaway, FL","Bay County School District",4317,1 
"12","12005","92626","58962","32405","99999","00090","100,000-249,999","2500-9999","FL","Bay FL","Panama City CCD","Pretty Bayou CDP, FL","99999","Panama City, FL","Bay County School District",3206,1 
"12","12005","92626","68275","32401","99999","00090","100,000-249,999","2500-9999","FL","Bay FL","Panama City CCD","Springfield city, FL","99999","Panama City, FL","Bay County School District",3590,1 
"12","12005","92626","68275","32404","99999","00090","100,000-249,999","2500-9999","FL","Bay FL","Panama City CCD","Springfield city, FL","99999","Callaway, FL","Bay County School District",3946,1 
"12","12005","92626","68275","32405","99999","00090","100,000-249,999","2500-9999","FL","Bay FL","Panama City CCD","Springfield city, FL","99999","Panama City, FL","Bay County School District",1367,1 
"12","12005","92626","99999","32401","99999","00090","100,000-249,999","Not in a place","FL","Bay FL","Panama City CCD"," ","99999","Panama City, FL","Bay County School District",62,1 
"12","12005","92626","99999","32404","99999","00090","100,000-249,999","Not in a place","FL","Bay FL","Panama City CCD"," ","99999","Callaway, FL","Bay County School District",7952,1 
"12","12005","92626","99999","32405","99999","00090","100,000-249,999","Not in a place","FL","Bay FL","Panama City CCD"," ","99999","Panama City, FL","Bay County School District",3406,1 
"12","12005","92626","99999","32444","99999","00090","100,000-249,999","Not in a place","FL","Bay FL","Panama City CCD"," ","99999","Lynn Haven, FL","Bay County School District",229,1 
"12","12005","92639","37500","32413","99999","00090","100,000-249,999","2500-9999","FL","Bay FL","Panama City Beaches CCD","Laguna Beach CDP, FL","99999","Panama City Beach, FL","Bay County School District",3932,1 
"12","12005","92639","41562","32408","99999","00090","100,000-249,999","2500-9999","FL","Bay FL","Panama City Beaches CCD","Lower Grand Lagoon CDP, FL","99999","Upper Grand Lagoon, FL","Bay County School District",3881,1 
"12","12005","92639","54725","32407","99999","00090","100,000-249,999","10,000-24,999","FL","Bay FL","Panama City Beaches CCD","Panama City Beach city, FL","99999","Panama City Beach, FL","Bay County School District",4673,1 
"12","12005","92639","54725","32408","99999","00090","100,000-249,999","10,000-24,999","FL","Bay FL","Panama City Beaches CCD","Panama City Beach city, FL","99999","Upper Grand Lagoon, FL","Bay County School District",330,1 
"12","12005","92639","54725","32413","99999","00090","100,000-249,999","10,000-24,999","FL","Bay FL","Panama City Beaches CCD","Panama City Beach city, FL","99999","Panama City Beach, FL","Bay County School District",6632,1 
"12","12005","92639","73312","32407","99999","00090","100,000-249,999","10,000-24,999","FL","Bay FL","Panama City Beaches CCD","Upper Grand Lagoon CDP, FL","99999","Panama City Beach, FL","Bay County School District",2936,1 
"12","12005","92639","73312","32408","99999","00090","100,000-249,999","10,000-24,999","FL","Bay FL","Panama City Beaches CCD","Upper Grand Lagoon CDP, FL","99999","Upper Grand Lagoon, FL","Bay County School District",11027,1 
"12","12005","92639","99999","32407","99999","00090","100,000-249,999","Not in a place","FL","Bay FL","Panama City Beaches CCD"," ","99999","Panama City Beach, FL","Bay County School District",1355,1 
"12","12005","92639","99999","32408","99999","00090","100,000-249,999","Not in a place","FL","Bay FL","Panama City Beaches CCD"," ","99999","Upper Grand Lagoon, FL","Bay County School District",114,1 
"12","12005","92639","99999","32413","99999","00090","100,000-249,999","Not in a place","FL","Bay FL","Panama City Beaches CCD"," ","99999","Panama City Beach, FL","Bay County School District",732,1 
"12","12005","93172","41825","32409","99999","00090","100,000-249,999","10,000-24,999","FL","Bay FL","Southport CCD","Lynn Haven city, FL","99999","Panama City, FL","Bay County School District",81,1 
"12","12005","93172","54725","32407","99999","00090","100,000-249,999","10,000-24,999","FL","Bay FL","Southport CCD","Panama City Beach city, FL","99999","Panama City Beach, FL","Bay County School District",383,1 
"12","12005","93172","99999","32409","99999","00090","100,000-249,999","Not in a place","FL","Bay FL","Southport CCD"," ","99999","Panama City, FL","Bay County School District",8002,1 
"12","12005","93172","99999","32413","99999","00090","100,000-249,999","Not in a place","FL","Bay FL","Southport CCD"," ","99999","Panama City Beach, FL","Bay County School District",717,1 
"12","12005","93172","99999","32437","99999","00090","100,000-249,999","Not in a place","FL","Bay FL","Southport CCD"," ","99999","Ebro, FL","Bay County School District",114,1 
"12","12005","93172","99999","32462","99999","00090","100,000-249,999","Not in a place","FL","Bay FL","Southport CCD"," ","99999","Vernon, FL","Bay County School District",41,1 
"12","12005","93172","99999","32466","99999","00090","100,000-249,999","Not in a place","FL","Bay FL","Southport CCD"," ","99999","Youngstown, FL","Bay County School District",228,1 
"12","12005","93172","99999","99999","99999","00090","100,000-249,999","Not in a place","FL","Bay FL","Southport CCD"," ","99999","99999","Bay County School District",1,1 
"12","12005","93744","54700","32404","99999","00090","100,000-249,999","25,000-99,999","FL","Bay FL","Youngstown CCD","Panama City city, FL","99999","Callaway, FL","Bay County School District",1018,1 
"12","12005","93744","99999","32404","99999","00090","100,000-249,999","Not in a place","FL","Bay FL","Youngstown CCD"," ","99999","Callaway, FL","Bay County School District",2330,1 
"12","12005","93744","99999","32438","99999","00090","100,000-249,999","Not in a place","FL","Bay FL","Youngstown CCD"," ","99999","Fountain, FL","Bay County School District",3727,1 
"12","12005","93744","99999","32466","99999","00090","100,000-249,999","Not in a place","FL","Bay FL","Youngstown CCD"," ","99999","Youngstown, FL","Bay County School District",1477,1 
"12","12007","90312","08725","32622","99999","00120","25,000-99,999","200-999","FL","Bradford FL","Brooker CCD","Brooker town, FL","99999","Brooker, FL","Bradford County School District",338,1 
"12","12007","90312","99999","32044","99999","00120","25,000-99,999","Not in a place","FL","Bradford FL","Brooker CCD"," ","99999","Hampton, FL","Bradford County School District",188,1 
"12","12007","90312","99999","32054","99999","00120","25,000-99,999","Not in a place","FL","Bradford FL","Brooker CCD"," ","99999","Lake Butler, FL","Bradford County School District",97,1 
"12","12007","90312","99999","32091","99999","00120","25,000-99,999","Not in a place","FL","Bradford FL","Brooker CCD"," ","99999","Starke, FL","Bradford County School District",33,1 
"12","12007","90312","99999","32622","99999","00120","25,000-99,999","Not in a place","FL","Bradford FL","Brooker CCD"," ","99999","Brooker, FL","Bradford County School District",649,1 
"12","12007","91430","28575","32044","99999","00120","25,000-99,999","200-999","FL","Bradford FL","Hampton CCD","Hampton city, FL","99999","Hampton, FL","Bradford County School District",500,1 
"12","12007","91430","99999","32044","99999","00120","25,000-99,999","Not in a place","FL","Bradford FL","Hampton CCD"," ","99999","Hampton, FL","Bradford County School District",1372,1 
"12","12007","91430","99999","32091","99999","00120","25,000-99,999","Not in a place","FL","Bradford FL","Hampton CCD"," ","99999","Starke, FL","Bradford County School District",2073,1 
"12","12007","91430","99999","32656","99999","00120","25,000-99,999","Not in a place","FL","Bradford FL","Hampton CCD"," ","99999","Keystone Heights, FL","Bradford County School District",1314,1 
"12","12007","91430","99999","32666","99999","00120","25,000-99,999","Not in a place","FL","Bradford FL","Hampton CCD"," ","99999","Melrose, FL","Bradford County School District",1071,1 
"12","12007","91898","39700","32058","99999","00120","25,000-99,999","200-999","FL","Bradford FL","Lawtey CCD","Lawtey city, FL","99999","Lawtey, FL","Bradford County School District",730,1 
"12","12007","91898","99999","32058","99999","00120","25,000-99,999","Not in a place","FL","Bradford FL","Lawtey CCD"," ","99999","Lawtey, FL","Bradford County School District",3516,1 
"12","12007","91898","99999","32083","99999","00120","25,000-99,999","Not in a place","FL","Bradford FL","Lawtey CCD"," ","99999","Raiford, FL","Bradford County School District",1342,1 
"12","12007","91898","99999","32091","99999","00120","25,000-99,999","Not in a place","FL","Bradford FL","Lawtey CCD"," ","99999","Starke, FL","Bradford County School District",739,1 
"12","12007","93237","68525","32091","99999","00120","25,000-99,999","2500-9999","FL","Bradford FL","Starke CCD","Starke city, FL","99999","Starke, FL","Bradford County School District",5449,1 
"12","12007","93237","99999","32026","99999","00120","25,000-99,999","Not in a place","FL","Bradford FL","Starke CCD"," ","99999","Raiford, FL","Bradford County School District",1959,1 
"12","12007","93237","99999","32054","99999","00120","25,000-99,999","Not in a place","FL","Bradford FL","Starke CCD"," ","99999","Lake Butler, FL","Bradford County School District",417,1 
"12","12007","93237","99999","32091","99999","00120","25,000-99,999","Not in a place","FL","Bradford FL","Starke CCD"," ","99999","Starke, FL","Bradford County School District",6733,1 
"12","12009","90611","10250","32920","99999","00150","250,000-999,999","2500-9999","FL","Brevard FL","Cocoa Beach-Cape Canaveral CCD","Cape Canaveral city, FL","99999","Cape Canaveral, FL","Brevard County School District",9828,1 
"12","12009","90611","10250","32931","99999","00150","250,000-999,999","2500-9999","FL","Brevard FL","Cocoa Beach-Cape Canaveral CCD","Cape Canaveral city, FL","99999","Cocoa Beach, FL","Brevard County School District",84,1 
"12","12009","90611","13175","32931","99999","00150","250,000-999,999","10,000-24,999","FL","Brevard FL","Cocoa Beach-Cape Canaveral CCD","Cocoa Beach city, FL","99999","Cocoa Beach, FL","Brevard County School District",11231,1 
"12","12009","90611","99999","32920","99999","00150","250,000-999,999","Not in a place","FL","Brevard FL","Cocoa Beach-Cape Canaveral CCD"," ","99999","Cape Canaveral, FL","Brevard County School District",13,1 
"12","12009","90611","99999","32931","99999","00150","250,000-999,999","Not in a place","FL","Brevard FL","Cocoa Beach-Cape Canaveral CCD"," ","99999","Cocoa Beach, FL","Brevard County School District",2252,1 
"12","12009","90624","13150","32922","99999","00150","250,000-999,999","10,000-24,999","FL","Brevard FL","Cocoa-Rockledge CCD","Cocoa city, FL","99999","Cocoa, FL","Brevard County School District",12279,1 
